Title,Tags
"Why didn't Japanese infantrymen and samurai use shields?","<military><japan><medieval-japan><classical-japan><tokugawa-era>"
"What was the first political document that invoked the interest or betterment of humanity?","<political-history><history-of-ideas>"
"Would the original readers of Lewis Carroll's books have made connections between the experiences in the books and drug use?","<19th-century><literature>"
"Private firms (aka mercenaries) as a police force","<war><police><law-enforcement>"
"Where to find birth records for those born in Ireland pre-Independence?","<ireland>"
"Difference between V-5 and V-12 Navy programs during WWII","<united-states><world-war-two><naval>"
"Where can I find a PDF of the Commission on Industrial Relations?","<human-rights><labour-history>"
"Why are lower court jurists, judges, and supreme court jurists, justices?","<united-states><law><united-kingdom>"
"Why did JFK give approval for the CIA to encourage Diem's deposal","<20th-century><vietnam-war><john-f-kennedy>"
"Why does German money from the 1940s not bear Nazi symbols?","<20th-century><nazi-germany><1940s>"
"How did the bureaucratic culture of Great Britain affect its response to the protests over the Stamp Act of 1765?","<law><british-empire><american-revolution>"
"When and how did the USA and the UK become allies?","<united-states><united-kingdom>"
"Was Russo-Polish of 1919-1920 a war of independence?","<war><soviet-union><poland><polish-bolshevik-war>"
"Recommended Reading 19th Century US Settler Daily Life?","<united-states><19th-century><settlement><everyday-life>"
"Why does the Uruk King List say Antiochus I Soter ruled for 22 years?","<ancient-greece><ancient-babylon>"
"How many defensive lines did China build for the Second Sino-Japanese War?","<20th-century><war><japan><china>"
"What damage did anti-tank rifles hope to inflict on tanks in WW2?","<world-war-two><military><tanks>"
"Why were Japanese Americans forced to move, while German Americans and Italian Americans did not generally suffer the same consequences?","<world-war-two>"
"What uniform is this?","<military><uniform>"
"Kingdoms in the Holy Roman Empire?","<middle-ages><holy-roman-empire>"
"Were the lands of the Teutonic Knights part of the Holy Roman Empire?","<middle-ages><holy-roman-empire>"
"Who introduced coins in India?","<economy><india><coins><ancient-india>"
"What is the Balboa Park in San Francisco named after?","<california>"
"Why did Bakht Khan switch sides in Indian War of Independence 1857?","<india><british-empire><mughals><indian-rebellion-1857>"
"Quote on other cultures from Greek scholar","<classical-antiquity><anthropology><greek>"
"Why was there a sharp decline in the number of municipalities in West Germany in the 1970s?","<germany><1970s>"
"Is there any information on what numbers of American families have what numbers of children, for any time period?","<demography><resource>"
"Can you tell me about this coin? श्री महेन्द्र वीर विक्रम शाहदेव 2012. i.e in English Sri Mahendra Bir Bikram Shah Dev 2012","<identification><currency><money><numismatics>"
"Major power shift in Gaul circa 350 B.C","<ancient-history><ancient-rome><france><archaeology><celts>"
"Why didn't cheese spoil when it was given as rations to soldiers?","<middle-ages><food><roman>"
"Were Hitler's anti-Jewish sentiments known at all to those who voted him to power in 1933?","<nazi-germany><germany><hitler>"
"When was the first sauna on a ship?","<naval><architecture><age-of-sail><tradition><ceremony>"
"How did Spain justify building a major port at San Blas, Nayarit?","<mexico><spanish-empire><age-of-sail>"
"Agincourt - Where was the Earl of Suffolk (de la Pole)?","<middle-ages><warfare><hundred-years-war>"
"What were the major imports and exports of Germany and France from 1850-1915?","<19th-century><economy><france><germany><trade>"
"Were slaves allowed to use the Roman baths?","<ancient-rome><social-history><slavery><hygiene>"
"Was non-interventionism before WWII a principled stand, or was it motivated by pro-Nazi sentiment?","<united-states><world-war-two><nazism>"
"When was Jerusalem destroyed by the Babylonians?","<ancient-history><jews><palestine><jerusalem>"
"Colonisation of India: Which regions of the United Kingdom did colonial personnel come from?","<india><colonization><language><united-kingdom><education>"
"Why didn't China try to explore or colonize the Americas?","<china><16th-century><new-world>"
"State changing its name within the United States","<united-states><law>"
"How many lives were estimated to have been saved by the Hiroshima and Nagasaki bombs?","<united-states><world-war-two><japan>"
"Why didn't the Persians make and use ballistas and other kinds of artillery?","<military><ancient-history><roman-empire><technology><persia>"
"Why did the ""Ruthenians"" break up into ""Belarusians"" and ""Ukrainians?""","<ukraine>"
"Luddite revolutions","<technology><revolution>"
"Why in the world war 1 the church bell stopped until the war is over?","<world-war-one>"
"What happened to Soviet citizens on Finnish territory before and during winter war?","<soviet-union><finland>"
"What specific changes were made to political ideologies around during and before World War I?","<world-war-one><democracy><political-history>"
"Why did the Western Roman Empire collapse but not the Eastern Roman Empire?","<roman-empire><byzantine-empire>"
"What is the origin of the rampant lion herald?","<animals><heraldry>"
"What was the impetus for some African nations to participate in the slave trade?","<colonization><europe><africa><slavery>"
"Were British fears of Russia using Afghanistan as a staging post for an invasion of India unfounded?","<russia><united-kingdom><india>"
"Why did the French insist on reclaiming Indo-China after WWII?","<world-war-two><france><vietnam>"
"Was the idea behind what would become the Holocaust planned by German elites in that time?","<nazi-germany><jews>"
"Why did Britain not purchase Alaska when Russia had it up for sale?","<united-states><19th-century><russia><united-kingdom><alaska>"
"Were there any conquests that Ancient Rome undertook explicitly to gain control of a natural resource?","<ancient-rome>"
"What was the basis for valuating large territorial purchases by USA?","<united-states><19th-century><russia><france>"
"Did any historically known figure produce such a quote?","<quotes>"
"Founding Fathers and the American Civil War","<united-states><american-civil-war><18th-century><founding-fathers>"
"What is the oldest building in the world still in use?","<construction>"
"Plans for More Nuclear Warfare in Japan during WW2","<world-war-two><nuclear>"
"""Musketeer"" beard, mustache and hairdress - where did they originate?","<military><byzantine-empire><fashion>"
"What did ex-Gladiators do after being freed?","<ancient-rome><gladiators>"
"Is there evidence that working for the Pony Express was dangerous, or not dangerous?","<united-states><19th-century><old-west><transportation>"
"Has a book ever caused the ousting of a dictator?","<russia><literature><book>"
"Jurisdiction in German occupied territories after WW II","<world-war-two>"
"Is there evidence that scrubbing floors on one's hands and knees was a commonplace drudgery for women in the past?","<social-history><social-class>"
"What incentives are in place for American soldiers to go fight in Iraq?","<united-states><military><middle-east>"
"In what language did Caractacus deliver his speech to the emperor Claudius?","<ancient-history><ancient-rome><roman-empire><language><britain>"
"Did Naddodd really discover Iceland?","<iceland>"
"Why didn't China vote in UNSC Resolution 344?","<united-states><china><middle-east><israel><united-nations>"
"Why did the Romans only name some months and number others?","<ancient-rome><calendar>"
"Why did Russia accept the legal framework that led to Kosovo's independence?","<russia><independence><united-nations>"
"Why are the majority of Dresden inhabitants atheists or agnostics?","<religion><germany><demography><statistics>"
"During the 1930-40s - World War 2 - were children taught English in Nazi Germany?","<world-war-two><nazi-germany>"
"Did imperialist Japan ever want to annex Hawaii because of the Japanese minority living here?","<united-states><world-war-two><japan><strategy><hawaii>"
"Why bother to attack in trench warfare?","<world-war-one><warfare>"
"Is there evidence that the annual pilgrimage to Mecca facilitated cultural exchanges?","<middle-ages><cultural-history><islamic-history>"
"Are there any underground cities known except those found in Cappadocia?","<archaeology><architecture>"
"How successfull were Albert Einstein's PhD mentees or children?","<famous-people>"
"Was the treatment of US diplomats in Germany after the declaration of war during WW2 typical?","<world-war-two><nazi-germany><diplomacy>"
"What role did 17th c. luxury manufacturing play in the industrialization?","<france><fashion><industrial-revolution><versailles>"
"What is the origin of how people are arranged in Mass/Worship Service?","<christianity><church>"
"Does the appearance of cremation support the Aryan Migration theory?","<india><ancient-india><indus-valley>"
"Did the Soviet Union investigate greenhouses in the early 1920's?","<20th-century><economy><soviet-union>"
"Is this anecdote about Stalin, Roosevelt and Churchill true?","<world-war-two><stalin><churchill><fdr>"
"Is Himmler's memo about genocide authentic? Significant?","<world-war-two><nazi-germany><holocaust><nazism>"
"Differences among foraging, cultivation, domestication","<economy><agriculture><prehistory><anthropology>"
"Did Yuri Gagarin really hear a ticking sound during his journey into outer space?","<soviet-union><russia><spaceflight>"
"What salary did Hitler draw as Führer?","<hitler>"
"Who were the four US Federal Deputy Marshals escorting Ruby Bridges?","<united-states>"
"Status of Women in Ancient Egypt","<ancient-egypt><women>"
"At the time of Sputnik, what kind of radios were common in the Soviet Union?","<economy><soviet-union><consumer-goods>"
"Clarification about the 1991 referendum on the future of the Soviet Union","<soviet-union><russia><ukraine><kazakhstan>"
"Who standardized the Roman measurements?","<roman-empire>"
"Why did the Soviet Union have multiple airplane manufacturers?","<economy><soviet-union>"
"Why didn't the Franklin expedition seek assistance from the Inuit?","<19th-century><united-kingdom><exploration><canada>"
"When was the testudo / tortoise formation first used by the Romans?","<military><ancient-rome><tactics>"
"Where was the dateline before the concept of the International Dateline?","<time-keeping>"
"What happened to the holders of German war bonds after WW1?","<war><economy><germany><world-war-one>"
"is Ubaid 0 actually related to Eridu and Ubaid I-IV?","<middle-east><archaeology><prehistory><mesopotamia><sumer>"
"Time span of a decade","<20th-century><19th-century><modern><terminology><date>"
"Was it customary for young upper-middle class women to chew gum in public in German-speaking Europe?","<europe><germany><austria><women><interwar>"
"Why were so few Koreans enlisted in the Japanese Army before conscription was introduced in 1944?","<world-war-two><military><japan><korea>"
"When did the modern use of left and right solidify","<soviet-union>"
"Who was ""The famous American Roberts"" in 1920's Europe?","<germany><cultural-history><1920s><popular-culture>"
"Who was Richard of York at the Battle of Grunwald?","<military><middle-ages>"
"Why, and how, did chain stores come into being?","<business-history>"
"Why didn't ""Europe"" support the Byzantine Empire against the Turks?","<catholic-church><byzantine-empire><ottoman-empire><crusades>"
"How do historians decide who to refer to as 'the allies?'","<historiography><language><terminology>"
"How did the Railway Engines get to the Rainhill Trials?","<19th-century><transportation><railroads>"
"Why was Mexico's former ruling party named the *Institutional* Revolutionary Party?","<mexico>"
"Why was Japan not colonized?","<political-history><social-history><contemporary-history>"
"How did people and goods move between East Pakistan and West Pakistan?","<pakistan><bangladesh>"
"How common is nostalgia for the colonial perod in countries which gained independence in the 20th century?","<colonization><decolonization>"
"How many Axis troops fought on D-Day?","<world-war-two>"
"How did sugar go from a luxury to a necessity in 18th century?","<economy><18th-century>"
"How would Chess have been played in England in 1450-1600?","<middle-ages><england><game><chess>"
"What caused the decline in support for the Protectionist Party of Australia?","<government><australia><election>"
"Did King George III turn his back on John Adams and Thomas Jefferson?","<united-states><united-kingdom><diplomacy><18th-century>"
"Intersection Between Computer Science and History?","<technology><research><methodology>"
"When did the allies start evacuating from the Dunkirk mole during the Dunkirk evacuation?","<world-war-two><naval>"
"What was the Soviet role in Syria during the Cold-War?","<united-states><20th-century><soviet-union><cold-war><syria>"
"Nationalisation during wartime in the West: With or without compensation?","<20th-century><law><aircraft>"
"What was the most important cause of the Second World War?","<world-war-two><hitler>"
"Why did the political parties in the US give up power to run primary elections to some states?","<united-states><law><election>"
"Are there any theories about what health problems would a man of the past suffer in the current age?","<adaptability>"
"Military intervention in government in India and Pakistan","<military><india><pakistan>"
"How was Munich Captured in WWII?","<world-war-two>"
"In current times is it impossible to win a war if the people of invaded country are determined not to lose?","<war>"
"Were there any attempts to assassinate Joseph Stalin?","<world-war-two><soviet-union>"
"Number of bullets used in WW2","<world-war-two><weapons>"
"Are Zoot suits considered an element of the 1940s Hipster subculture?","<20th-century><fashion><music><1940s>"
"When did it become acceptable to campaign for yourself for US President?","<united-states><election><president>"
"Is there any evidence to support the claim that the US Strategic Defense Initiative played any significant role in undermining the USSR?","<united-states><technology><soviet-union><nuclear><defense>"
"What is ""Theoretical History""?","<research><philosophy><theoretical-history>"
"Economic effects of the Cuban Revolution","<colonization><revolution><cuba>"
"Who actually paid for the American State Visit Brooch?","<united-states><united-kingdom>"
"How and when was the modern company ownership structure invented?","<economy><law>"
"What date does a 1738 British author intend by ""soon after the revolution""?","<britain>"
"How historically accurate was the Queen's trip to Ghana portrayed in Episode 8 of The Crown?","<united-kingdom><cold-war><africa><television>"
"Why was there a surge in the US incarceration rate during the 1990s?","<united-states><statistics><incarceration>"
"Did the Welsh ever call Britain Albion?","<britain><celtic><roman-britain>"
"What is Darius III wearing on his head?","<art><clothing><persia><alexander-iii-greece>"
"What was the area of Nazi Germany at its height?","<world-war-two><nazi-germany><germany><political-geography>"
"What is the longest retreat?","<military><warfare>"
"What was Nazi Germany's end goal?","<world-war-two><war><nazi-germany>"
"How large was the Mamluk Sultanate?","<islam><egypt><political-geography><caliphate>"
"How did the Czech Legion get home?","<soviet-union><russia><russian-revolution><czechoslovakia>"
"What were the advantages and disadvantages to the creation of Vichy France, from the Nazi point of view?","<world-war-two><nazi-germany><france>"
"Are tanks the only reason for the abandonment of trench warfare?","<world-war-two><world-war-one><tactics><tanks>"
"Strange symbol on Midwest brick home","<united-states><identification>"
"Does any evidence exist that suggests Hitler’s primary reason for declaring war on America was an attempt to draw Japan into his war with Russia?","<world-war-two><nazi-germany><hitler><battle><stalin>"
"What was Finland's role in the siege of Leningrad?","<world-war-two><soviet-union><finland>"
"How did the Weygand Line collapse so quickly?","<world-war-two>"
"What is this crime, ""F and A"", from the 1890's US?","<united-states><law><crime>"
"What was the planned line of succession for the Nazi Party in the event that Hitler died?","<nazi-germany><hitler><political-succession>"
"Is there a difference between Douhet and Walther Wever's strategic bombing theories?","<military><warfare><aircraft>"
"What were the trade routes between Mapungubwe and other civilizations?","<africa><trade>"
"Did samurai wear hakama long enough to hide their feet?","<war><japan><meiji-restoration><sengoku>"
"Was there a time when a Senator was wheeled in from the hospital to cast a deciding vote not to do something?","<united-states><political-history><government>"
"Were wealthy people and royals of medieval time able to distinguish real diamond/pearl/gold from fake?","<middle-ages>"
"What is the history of time tracking?","<ancient-history><time-keeping>"
"In the first half of 20th century, how was gold inspected for authenticity?","<20th-century><economy><science><industrial-history><gold>"
"Why was ""consumption of gypsum"" seen as relevant medical problem following 'De Materia Medica'?","<ancient-rome><medicine>"
"Religion in present-day Colombia before Spanish colonial influence","<religion><precolumbian-era>"
"How does a runic alphabet work?","<religion><vikings><writing><norse-mythology>"
"Can we say that the first empire that divided its territory into provinces was the Neo-Assyrian Empire?","<persia><alexander-iii-greece><political-geography><assyrian-empire>"
"Is there any evidence that Celts produced chain mail?","<technology><roman-republic><classical-antiquity><celts><armour>"
"Why didn't Thailand have to pay more for its involvement in WW2?","<world-war-two><japan><thailand>"
"What was a ""searcher"" associated with a funeral in 1690?","<england><17th-century><death>"
"How did Germany deal with the East German communist Government structure after unification?","<germany><german-unification><post-communist-era>"
"Artillery guns near Triglav?","<world-war-two><military><world-war-one>"
"How did the Crimean war change British society?","<war><19th-century><political-history><cultural-history><britain>"
"After WW2, why did Stalin let Finland off with some loss of territory rather than occupation and crushing reparations?","<world-war-two><stalin><finland>"
"Was a Žaltys a real snake?","<middle-ages><europe><religion>"
"Did Roman unmarried men have a preferred hand and finger for wearing their seal ring?","<ancient-history><ancient-rome><roman-empire><customs>"
"What was a ""Qua"" in a ""Subsidy of Armour"" in 1590?","<weapons><16th-century>"
"How did Bligh navigate during his open boat voyage after losing The Bounty?","<age-of-sail><navigation>"
"Are there equivalents of the Domesday Book for other (French or German) duchies?","<middle-ages><europe><france><germany>"
"Did St Thomas really come to India?","<india><christianity><ancient-india>"
"In what European countries did non-hereditary nobility exist? (XVII-XIX centuries)","<europe><feudalism>"
"What was the historical context of the 2nd amendment to the US Constitution?","<united-states><constitution><gun-politics>"
"What was the population within the Aurelian Walls of Rome during it's peak?","<ancient-rome><population>"
"What is the context of Lincoln saying: ""if I could save the union without freeing any slave I would do it""","<american-civil-war><abraham-lincoln>"
"Was Nobunaga the founder of 3 lines of riflemen formation?","<japan><medieval-japan>"
"What happened to Soviet citizens living abroad?","<soviet-union><travel>"
"Were there occasions when a sovereign country voluntarily joined another country?","<annexation>"
"When did Vladivostok become usable year-round?","<china><russia><trade>"
"Why didn't the United States occupy Baja California during the US-Mexican war?","<united-states><mexico>"
"When did people first recognize the estimate sizes/scales and nature of celestial bodies?","<astronomy>"
"How many officers on board Type VII-C U-boat?","<world-war-two><war><germany><navy><world>"
"In Edwardian England, did poor families arrange to have their children buried in the graves of unrelated adults?","<social-history><united-kingdom><modern>"
"What was the reason for the geographical error in Churchill's ""Iron Curtain"" speech 5th March 1946?","<soviet-union><churchill>"
"Why didn't the Persians create good infantry units?","<military><ancient-greece><persia><hellenistic-greece><greco-persian-wars>"
"Demographics: Were diseases the sole reason for the decrease in native Hawaiian population?","<demography><pacific-islanders><hawaii>"
"Why was the KPD mandate abandoned in 1933 Germany?","<weimar-republic>"
"What obligations did a freed slave have to his/her former master in Anglo-Saxon England?","<middle-ages><england><slavery><anglo-saxons>"
"How did western saloons lock up for the night?","<old-west><police>"
"Did Sultan Mehmet IV defeat a Persian champion in single combat?","<ottoman-empire><persia><iraq>"
"Why didn't the discrepancy in the Kursk casualty ratio work against the Soviets?","<world-war-two><nazi-germany><soviet-union>"
"What sources or documentation exists to indicate Stalin's level of popularity in Russia today?","<20th-century><soviet-union><russia><communism><post-communist-era>"
"What are the most comprehensive historical references for ancient India?","<ancient-history><india><sources>"
"When did the Luftwaffe lose air-superiority over the Reich?","<world-war-two><nazi-germany><aircraft>"
"What was the reason of extreme anti-Communism in the first half of 20th century?","<20th-century><communism>"
"Why were universities created in the 11th-12th century?","<middle-ages><education><12th-century><11th-century>"
"Why did the Moors invade the Iberian peninsula?","<military><middle-ages><islam><north-africa><umayyad-caliphate>"
"Did anyone warn about the potential for stock market crashes in 1929, and if so why were their warnings ignored?","<20th-century><united-states><economy><1920s>"
"How Successful Were the International Brigades?","<soviet-union><communism><spain><spanish-civil-war><fascism>"
"Did Churchill and Roosevelt know about the Molotov-Ribbentrop Pact, or the following secret pacts between Nazi Germany and the Soviet Union?","<united-states><world-war-two><soviet-union><united-kingdom><nazi-germany>"
"What was the argument for the Japanese pursuing the Northern Expansion Doctrine during WWII?","<world-war-two><japan><imperialism>"
"Why was Napoleon not executed or imprisoned?","<napoleon><napoleonic-wars>"
"Did the end of the British Raj in India create an economic loss for Britain?","<20th-century><india><economy><british-empire><united-kingdom>"
"Resources on the History of African Civilization","<ancient-history><africa><civilizations><early-modern>"
"Good online sources for historical maps","<middle-ages><maps><cartography>"
"What happens after a widespread social chaos?","<revolution><social-history><arab-spring>"
"Was there ever any organization of thieves or pickpockets?","<religion><research><crime>"
"What was the response of the general Iranian public to the modernization policies of Reza Shah?","<middle-east><social-class><political-history><persia><islam>"
"Are Americans More Obsessed With the Military Aspect of History? If so, why?","<united-states><cultural-history><education>"
"How widespread was the consumption of rabbit meat by the poor in Medieval and Early-Modern Britain?","<middle-ages><britain><food><early-modern><animals>"
"How powerful was the Malian empire?","<africa><americas>"
"Turko-Mongol horse tactics and Western European response","<military><middle-ages><europe><mongol-empire>"
"In WW2, why did Germany sink allied supply convoys instead of capturing them?","<world-war-two><nazi-germany><naval><navy><submarine>"
"Did Egyptian civilization start from North to South or vice versa?","<ancient-egypt><prehistory><bible><civilizations>"
"How accurate is the quip: ""Mongols, having already conquered half of Europe, decided the other half wasn't worth it""?","<europe><mongol-empire>"
"How is Phi Beta Kappa and Skull and Bones historically connected to Sigma Pi Phi fraternity also known as the Boulé?","<united-states>"
"Why was Caliph Suleyman disliked by the noted generals in the Umayyad army?","<middle-ages><syria><umayyad-caliphate><islamic-history>"
"How did Taganrog escape the devastation of the Stalingrad batlle of WW2?","<world-war-two><russia>"
"Was the act of servicemen exchanging their weapons for enemy weapons common during WWII?","<world-war-two><weapons>"
"What did Boston shoemakers do with cattle brands?","<19th-century><california><animals><symbols><boston>"
"Why did the Chinese not use military power to force out early Portuguese, Dutch and English trade encroachments?","<china><trade><early-modern><dutch-empire><portuguese-empire>"
"Is the Lebanese town of Nabatieh related in any way to the ancient Nabatean Civilization?","<middle-east><arabia>"
"What is the pre-schism Christian church called today?","<middle-ages><religion><christianity><religious-history>"
"Was there a Parthian counterpart of Tacitus, Cicero, etc?","<roman-empire>"
"Did Nazi leaders consider to continue guerilla warfare after the collapse of Germany?","<world-war-two><nazi-germany><hitler><strategy>"
"Was bribery instrumental to the approval of the Thirteenth Amendment?","<united-states><political-history>"
"Does the reversal of the ribbon on a military medal (South Africa / UK; WWII) carry meaning or is it simply an error?","<world-war-two><military>"
"When and why did having long hair become associated with women, and short hair with men?","<cultural-history><social-history><fashion><gender>"
"Why was Northern Ireland mostly peaceful from the late 1920s to the mid 1960s?","<united-kingdom><ireland><northern-ireland>"
"When did lecherousness, in Western Culture, become a primarily male quality, instead of a female one? Or is that not true?","<cultural-history><gender><western-civilisation>"
"Was the religious and cultural diversity a core structural cause of the Ottoman Empire's decline?","<middle-east><ottoman-empire><north-africa><the-balkans>"
"Considering what was known about Hitler in 1933, why would German bishops declare that Catholics could cooperate with the new State?","<nazi-germany><catholic-church>"
"Why were the Irish exempt from conscription during WWI?","<world-war-one><united-kingdom><ireland><conscription>"
"What / When was the first use of concentration camps in history?","<war><boer-war>"
"Liking and disliking among the Napoleonic Marshalls of the Empire","<napoleonic-wars><napoleon>"
"What is this SSR of the USSR in 1923?","<20th-century><soviet-union><central-asia>"
"How was it possible for the Ukrainian SSR to be one of the founding members of the UN if it was basically a Province of the USSR?","<soviet-union>"
"Does anyone know what this set of aviation wings represent?","<identification>"
"Did Nazi Germany use chemical weapons on the battlefield?","<world-war-two><nazi-germany><war-crime>"
"Did Moscow have natural gas in the early era of the Soviet Union (1917 - 1930)?","<20th-century><soviet-union><industrial-history>"
"When did Germans begin to call themselves ""Deutsche""?","<germany><ethnicity><demonym>"
"Were pregnant women regarded as particularly attractive in 19th century Europe?","<europe><19th-century><childbirth>"
"Could rōnin become a samurai again","<japan><samurai>"
"How many different countries could a person alive today have lived in without leaving their hometown?","<20th-century><geography>"
"Is there any evidence that the book of Isaiah was written before Cyrus?","<ancient-history><historiography><bible>"
"Which roman emperors were not born in Rome?","<ancient-rome><roman-empire>"
"Is it true that slavery was banned from discussion on the Senate and/or House floor before the American Civil War?","<united-states><law><american-civil-war><slavery><us-congress>"
"What kind of crew members did ancient artillery teams consist of?","<military><ancient-history><roman-empire><classical-antiquity><hellenistic-greece>"
"Did France & Italy continue to develop and manufacture sophisticated military hardware once under German control?","<world-war-two><nazi-germany><france><technology><italy>"
"Why did Christopher Columbus think he had arrived near Japan?","<age-of-discovery><christopher-columbus>"
"What was the last public school to desegregate in the US? And when?","<united-states><racism>"
"Were any German cities spared by by the Allies for personal or idiosyncratic reasons?","<world-war-two><nazi-germany><bombing>"
"Have famous rabbis ever converted to Islam?","<religion><islam><jews>"
"Are there any records of Vikings burning each others 'island of boats' out of desperation?","<vikings>"
"German influence if the Nazis had won","<world-war-two><nazi-germany><germany><nazism>"
"Did women suffer from alcoholism as much as men in 19th century America?","<united-states><19th-century>"
"Jewish diaspora in the late antiquity","<roman-empire><jews><classical-antiquity>"
"When is the first recorded use of a fireship?","<war><naval>"
"How did the conquering Mongols and Manchus of China end up becoming part of China?","<china><mongol-empire><manchus>"
"How did the Egyptian engineers of the Third and Fourth Dynasty construct the Pyramids and Sphinx without modern science and mathematics?","<science><mathematics><architecture>"
"What were the factors that caused the world to move away from the Gold Standard in the 20th century?","<20th-century><money>"
"Has anyone scanned ancient structures with x-rays or similar? And if so, were any major discoveries made by doing so?","<ancient-history><science><research>"
"Does History confirm that prosperity, capitalism, and some form ""democracy"" or representative republican form of government always go hand in hand?","<united-states><economy><china><political-history><democracy>"
"What is the first verified twin study?","<medicine>"
"What did ""opening day"" mean in the 18th century?","<18th-century><music>"
"What is ""Mary's Part""?","<religion><17th-century><everyday-life><16th-century>"
"Is it true that Spartan soldiers fought naked?","<ancient-greece><greco-persian-wars><sparta>"
"What were the responses to Copernicus' heliocentric theory?","<catholic-church><science><philosophy><renaissance><protestant-church>"
"Who believed the earth was flat?","<middle-ages><christianity>"
"Is there any truth to the claim that freed slaves who moved to Liberia enslaved the local population?","<africa><slavery>"
"Master title for fencing","<war><warfare><sword>"
"Why did Joseph Stalin, Nikita Khrushchev and Leonid Breznev wear military uniforms when Lenin and the later Soviet leaders did not?","<soviet-union>"
"Why didn't Russia help Saddam Hussein as it is helping Syria now?","<russia><middle-east><syria>"
"Why did Canada, Australia and New Zealand separate from the UK?","<british-empire><united-kingdom><ireland><australia><canada>"
"Why Canada failed to emerge as a Great Power like UK or France?","<international-relations><canada>"
"Were there opium dens in Russia during the 19th century?","<19th-century><russia><drugs>"
"Did Joseph Stalin kill anyone personally?","<world-war-two><soviet-union>"
"What was Poland's posture during the Seven Years' War?","<germany><russia><poland>"
"Why were Arians outnumbered on the First Council of Nicaea?","<religion><ancient-rome><christianity>"
"Where does Akbar the Great's ""Great"" come from?","<india><mughals><titles>"
"What is the 'rank switching' done by Roman Legionnaires in HBO's 'Rome' called, and did it actually happen?","<roman-empire><roman-republic>"
"Were there punishments in the Roman Empire for not believing in the official religion?","<religion><roman-empire><crime>"
"Was it widespread practice to grant freedom to slaves in early Roman Empire?","<roman-empire><social-history><roman-republic><slavery>"
"How did ancient empires account for slow propagation of information e.g. in their legal codes?","<ancient-history><law><communication>"
"Was the house of representatives really as rowdy a place as it is portrayed in the 2012 film Lincoln?","<united-states><government><us-congress>"
"Why do soldiers keep their right hand inside the uniform blouse?","<cultural-history><napoleon>"
"What happened to the overseas wealth of the Holocaust Jews?","<jews><holocaust><banking>"
"Why was 19th-century Japan able to modernize and not China?","<china><japan><modernisation>"
"Is whig history generally considered to be 'bad' history?","<historiography>"
"Was German ever an official language in the USSR?","<soviet-union><language>"
"Is this conversation factual?","<europe><political-history>"
"Was Rome obliged to expand its territory whether it wanted to or not?","<ancient-rome><imperialism>"
"Did parties of adventurers actually exist?","<middle-ages><early-medieval>"
"Why do the Japanese sing Ode to Joy during the Japanese New Year?","<japan><cultural-history><social-history><music>"
"4th of July and Tchaikovsky","<united-states><music>"
"When did cheese enter the Korean diet?","<food><korea>"
"How did the upper class stay wealthy in the past?","<social-class>"
"What did the letter theta symbolize in ancient Greece?","<ancient-greece>"
"How did the different regions' cultures in colonial America eventually begin to unify?","<north-america><colonial-america>"
"Gaulish logistics during Caesar's invasion","<ancient-rome><warfare><roman-republic><caesar><julius-caesar>"
"What was the death rate of Germans outside Germany's post war border after World War 2?","<world-war-two><europe><germany><post-war>"
"Resources containing public debates concerning slavery (post 17th century)","<slavery>"
"Is there a historical precedent to the vaccine scare?","<political-history><social-history><public-health>"
"When has a sovereign state last given territory to another as a gift?","<political-history><international-relations><modern>"
"Were people happy under Ivan the terrible?","<russia><16th-century>"
"First Roman battles after the Marian reforms","<military><war><ancient-rome><warfare><roman-republic>"
"Did Soviet Influence Improve Women's Rights in the Middle East?","<middle-east><cold-war><women>"
"What were the needs of the US Navy that resulted in the production of both the Arleigh Burke class and Ticonderoga class in the 1980s?","<military><naval><weapons>"
"When and where arose the first civilization?","<ancient-egypt><cultural-history><settlement>"
"What sources could Tacitus or Appian have used that have since been lost?","<ancient-history><ancient-rome><archaeology>"
"Were the ancient Israelites a caste society?","<ancient-history><jews>"
"Free Silver movement: Why were Republicans opposed to it in the 1890s?","<united-states>"
"Irish Indentured Servitude and African Slaves","<united-states>"
"How was the ""backcountry"" underrepresented, eventually leading to Bacon's Rebellion?","<colonial-america>"
"How advanced were the people of Indus valley civilization in engineering?","<ancient-history><india><civilizations><engineering><indus-valley>"
"Was there anyone involved in the negotiations of New Territories (Hong Kong) lease still alive at the time of the negotiations of its return to China?","<china><british-empire><united-kingdom><united-nations><treaties>"
"What were the rules for guards in Schindler's factories?","<20th-century><holocaust>"
"Were ""Little Ship"" owners and crew compensated for evacuating Dunkirk?","<world-war-two><dunkirk>"
"How much did it cost to attend events at the ancient Roman colosseum?","<ancient-rome><money>"
"What is the earliest map of Washington, D.C.?","<united-states><maps><reference>"
"Where do I find treaties/acts granting French colonies independence?","<independence><vietnam><french-empire>"
"Why do minor political parties in the US receive so few votes?","<united-states><election>"
"Why did the the East-Pakistanis oppose Urdu as their national language while Indians accepted Hindi as theirs?","<india><language><independence><pakistan>"
"What calendar was used by the kingdom of Ireland?","<ireland><17th-century>"
"Why the USSR insisted on ban of the 1943 German film Munchhausen in Nuremberg?","<20th-century><soviet-union><nazi-germany>"
"How much of a role did Sakamoto Ryoma play in overthrowing the Shogunate?","<19th-century><japan><meiji-restoration>"
"What is the best way to describe the form of Japanese government during the years before and during world war 2?","<20th-century><japan>"
