Title,Tags
"Outside of a Universe and its origin","<universe><big-bang-theory>"
"What is the difference between gas and dust in astronomy?","<temperature><dust><interstellar-medium><gas>"
"Where can I find a catalog of all stars in the Milky Way?","<star><data-analysis>"
"In 2016, the summer solstice will coincide with a full moon. How often does this happen?","<the-moon><the-sun><orbit>"
"Can we know where (South, East, West...) the moon will be at a specific time?","<the-moon><lunar-eclipse>"
"When will Sirius be closest to the solar system?","<star>"
"Biosignatures for anaerobic or other early microbiology?","<astrobiology>"
"What is the format of the data from the JPL's HORIZONS system?","<solar-system><mercury>"
"Stratospheric Balloon with an Xray camera","<x-ray>"
"Could an impact have resurfaced Venus 300 million years ago?","<venus><surface><impact><volcanism>"
"How does light so travel so fast?.","<gravity><black-hole><light>"
"Understanding Earth Tilt, Sun's Position and Lattitude Calculation","<the-sun><earth><navigation>"
"What visual artifacts are expected from the JWST?","<telescope><space-telescope>"
"Was there ever a Jupiter transit or Saturn transit?","<solar-system><jupiter><saturn>"
"Should a station in orbit around the Sun travel in the same or the opposite direction to the planets?","<orbit><space-travel>"
"Less stars in the night, compared to 15-20 years back","<star>"
"September 26 twelve hours sunrise to sunset?","<time>"
"Can we draw a min(distance) and max(mass) relation based on current observation data of nearby astronomical objects within several parcsecs?","<solar-system><black-hole><positional-astronomy>"
"Gaia: What is the difference between CCDs used for astrometry, photometry, and spectroscopy?","<spectroscopy><astrometry><photometry>"
"How to calculate the heliocentric velocity of an object?","<velocity>"
"Can all areas on Earth experience a total solar eclipse?","<solar-eclipse>"
"How can one explain the apparent motion of the Sun from a heliocentric point of view?","<orbit><the-sun><earth><apparent-motion><frame-of-reference>"
"What are the most valuable meteorites and asteroids in terms of precious metals?","<asteroids><meteor><meteorite><metal>"
"Estimation of average rock and asteroid mass associated with different stars","<planet><exoplanet><asteroids><oort-cloud><star-systems>"
"What is the brightest star (relative magnitude) in M31?","<star><apparent-magnitude><magnitude><hypergiants><m31>"
"Are planets moving away from the sun?","<the-sun><orbit><distances><mass>"
"Could there be dark matter black holes?","<gravity><black-hole><dark-matter><supermassive-black-hole><matter>"
"What would happen if we stepped on the Sun?","<solar-system><the-sun><heat>"
"Does liquid water on Mars means life?","<mars><life><water>"
"How special is the Solar system compared with other planetary systems?","<solar-system>"
"What's the bleeding-edge model for how Population III stars are born and evolve?","<star><stellar-evolution>"
"Open cluster membership determination via parallaxes","<parallax><star-cluster><gaia>"
"Does the relative motion between planets other than Venus and Earth form shapes such as the Flower of Venus?","<orbit><solar-system><venus>"
"Which kernel does HORIZONS get the Geometric Albedo from?","<asteroids><ephemeris><albedo>"
"Can a black hole undergo a Penrose process inside another black hole's ergosphere?","<black-hole>"
"What's the difference of the oldest light and newest light?","<light>"
"How many GAIA Data Release 2 files are there?","<gaia>"
"Jacobi vs tidal radius for star cluster","<tidal-forces><globular-clusters><star-cluster>"
"Fate of Jupiter when our sun dies","<star><the-sun><jupiter><gas-giants>"
"Place on Moon that always lit?","<the-moon>"
"Understanding expected TESS data structure","<data-analysis><tess>"
"Is star a necessary phase in black hole lifecycle?","<star><black-hole>"
"Trisolar syzygy and it's effects on the planet","<planet><star-systems><tidal-forces><earth-like-planet><n-body-simulations>"
"Very near GAIA DR2 sources - has Proxima Centauri been dethroned?","<brown-dwarf><gaia>"
"Photometric redshift","<galaxy><astrophysics><fundamental-astronomy><redshift>"
"How to improve the quality of an image of the planets when taken through the eyepiece of a telescope with a dlsr camera","<photography>"
"Amateur radioastronomy: dish suggestions","<amateur-observing><radio-astronomy><radio-telescope>"
"Need help in creating telescope","<telescope><telescope-lens><telescope-making>"
"Help me identify a cluster","<exoplanet><globular-clusters><star-cluster>"
"Any programme that shows actual planet information?","<solar-system>"
"How to fit lorentzian to lyman alpha cross section?","<star>"
"We know what a nova is, but how?","<history><nova>"
"How will planets behave in the night sky as seen by Mars colonists?","<mars><night-sky>"
"How far out can the sun keep celestial objects revolving?","<orbit><gravity><oort-cloud>"
"Which lens and magnification is best to see planets?","<planet><amateur-observing>"
"Are we moving faster than the Cosmic microwave background radiation?","<cmb>"
"Would space-based telescopes need to remain in the shadow of Earth to avoid light interference from the sun?","<orbit><telescope><photography><space-telescope>"
"Can you still see Polaris even if you are in the south pole?","<amateur-observing><star-gazing>"
"What color is earthshine?","<the-moon><earth><light>"
"Would we be able to feel the acceleration of a planet with a highly eccentric orbit?","<planet><eccentric-orbit>"
"Has NASA confirmed earth now has a second moon orbiting the planet?","<orbit><near-earth-object><the-moon><asteroids>"
"What may be the period and speed of revolution of the star that is closes to galactic centre?","<star><cosmology><galaxy-center>"
"Do other planets with a magnetic field also have two Van Allen belts?","<planet><radiation>"
"What is the most distant observable White Dwarf known?","<white-dwarf>"
"lunar calendar accuracy for predicting new moons","<moon-phases><the-moon>"
"How fast would Earth need to rotate to fling someone off due to centrifugal force?","<gravity><earth>"
"Has the velocity of photons coming from black holes already been measured?","<black-hole><light><general-relativity><horizon><photons>"
"Inverse of the sunrise equation - finding locations with a given sunrise time on a given day","<earth><rotation><the-sun><movement><orbital-mechanics>"
"Can a tidally-locked planet maintain an obliquity","<planet><orbit><exoplanet>"
"Why aren't stars like Eternally Collapsing Objects?","<radiation><stellar-dynamics>"
"Future redshifting and effect on the 'pitch' of CMB radiation","<cosmology><big-bang-theory><redshift><cmb><black-body>"
"Would our galaxy appear as a spiral when seen from the Andromeda galaxy?","<galaxy><milky-way>"
"What does a black dwarf look like?","<white-dwarf><black-body>"
"Is this gas cloud or lens effect?","<nebula><gas>"
"Why are three year old eclipse glasses not recommended?","<solar-eclipse>"
"What abbreviations, letters, or symbols do we use to denote highly degenerate stars?","<star><classification><notation>"
"How to test direct sun viewing glasses","<solar-eclipse>"
"How big a dish do I need for radio astronomy?","<amateur-observing><radio-astronomy>"
"How much does a linear lightyear of space expand in a year?","<expansion>"
"What exactly is the ""paradox"" in Olber's Paradox?","<star><universe><history><night-sky>"
"Why is gravity only an attractive force?","<gravity>"
"Half of the Milky Way's baryonic mass is from other galaxies - when did this happen?","<galactic-dynamics>"
"Rule of Exception in All Nearest Objects","<star><planet><galaxy><pulsar>"
"What was the ""brilliant new star in Aquila"" on June 8, 1918, just after the solar eclipse?","<star><history>"
"Any observed example of a planet hitting its parent star?","<impact><orbital-migration>"
"Fact Check: How bright will the Perseids be in 2017?","<amateur-observing><meteor-shower>"
"Why shouldn't you look at the Sun through a camera using eclipse glasses?","<the-sun><photography><solar-eclipse>"
"What observations will be done during the New Horizons flyby of Ultima Thule?","<kuiper-belt>"
"Activity of M dwarf stars","<star><stellar-evolution><star-formation><stellar-astrophysics>"
"Advice on first Telescope (refractor vs reflector), Barlow lens","<telescope><observational-astronomy><optics><newtonian-telescope><refractor-telescope>"
"What experiment does this ""Tracing the History of Starlight"" video try to explain?","<astrophysics><dust><active-galaxy><gamma-rays><blazars>"
"How do they measure sub-centimeter wave height on a moon of Saturn?","<natural-satellites><saturn><planetary-science>"
"Can eternal inflation and gravity explain dark energy?","<gravity><cosmological-inflation><dark-energy>"
"How do I get started in astronomy data analysis?","<data-analysis><raw-data>"
"Plausible reason for the Hot Neptune gap","<exoplanet><hot-jupiter>"
"What is the maximum possible separation between sun and moon in the earth sky for an eclipse to occur?","<solar-eclipse><lunar-eclipse>"
"Could a distant black hole (detected due to its mass) be in reality a Dyson sphere?","<black-hole>"
"Can we see the color of nebulae?","<telescope><nebula>"
"Terminology question: gas giant vs gas planet","<gas-giants><terminology>"
"I've seen some stars tonight. What could I possibly have been looking at with these pictures?","<amateur-observing><photography><deep-sky-observing>"
"Are rising sea levels caused by the moon?","<the-moon>"
"Why is this moon red?","<the-moon>"
"Warm jupiter vs hot jupiter, fluffyness","<planet><orbit><astrophysics><gas-giants>"
"What is the range of the zenith angle between velocity and position vectors?","<orbital-mechanics><orbital-elements><artificial-satellite>"
"Extract anomalies from two-line element set (TLE) on ISS (International Space Station)","<orbit><orbital-mechanics><iss>"
"Galactic mass estimation from apparent magnitude and distance","<galaxy><distances><mass><apparent-magnitude>"
"Calculate the orbital phase when plotting the Radial Velocity data of a transitting exoplanet","<exoplanet><orbital-elements><radial-velocity>"
"Why do satellites arcs end abruptly when observed from Earth","<orbit><artificial-satellite>"
"Gravitational acceleration inside a planet","<gravity><earth><jupiter><newtonian-gravity>"
"How do proto-planetary nebulae gain momentum?","<planet><planetary-formation><nebula>"
"How is the Lithium Depletion Boundary used to determine the age of a stellar cluster?","<star><star-formation><luminosity><age>"
"Calculate Local Sidereal Time","<amateur-observing>"
"How many constellations in the Zodiac?","<history><constellations><terminology>"
"Moving from computerised to normal amateur telescope?","<telescope><amateur-observing>"
"Telescope collimation issue","<telescope><newtonian-telescope><collimation>"
"Relationship between the Casimir force and dark energy","<dark-energy>"
"What places on Pluto and Charon are facing each other?","<pluto><tidal-forces><charon>"
"Could Pluto and Charon have extra-Solar origin?","<pluto><surface><rogue-planet><charon>"
"Definition question: continuum-subtracted spectrum","<spectra><sky-survey>"
"How does gyrochronology deal with differential rotation and axial tilt?","<rotation><stellar-astrophysics><kepler>"
"Distribution of Stars in Milky Way and globular cluster analogy","<galaxy><milky-way><galactic-dynamics><globular-clusters>"
"Low precision GMST formula clarification","<declination><ascension>"
"When will the next transit of Earth be visible from Mars? Was the last one really on May 11, 1984?","<mars><planetary-transits>"
"App that shows what's passing in sky?","<night-sky><artificial-satellite>"
"Is Diffraction of light observed in gravitational lensing/microlensing?","<gravitational-lensing>"
"Are the planets in our solar system in free fall?","<orbit><gravity><solar-system>"
"Implementation of formulae for Meeus for the Moon","<the-moon><observational-astronomy><celestial-mechanics>"
"Measurement uncertainty of the computed center of gravity from pixel image","<photography><software><astrometry>"
"Calculating obital velocity from radial velocity","<astrophysics><orbital-mechanics><orbital-elements><velocity><star-cluster>"
"How to calculate observer's latitude from declination and culmination of a star?","<star>"
"WOW! signal calculation of point source intensity","<seti>"
"Why do we use solar filters instead of simply reducing aperture of the telescope?","<the-sun><telescope><observational-astronomy>"
"Would things be exactly the same if the Sun was orbiting the Earth and the Earth was in the center of the Solar System?","<the-sun><orbit><solar-system><earth>"
"Our Sun already a White dwarf?","<star><dwarf-star>"
"Superluminous super nova output","<supernova><speed>"
"How long after the Big Bang would CMB radiation have been between 273 and 373 K?","<cmb>"
"Different radio process band ranges","<radio-astronomy>"
"Is the age of the solar system equal to the age of meteorites?","<star><planet><solar-system>"
"What is the proper interpretation of a negative parallax?","<parallax><gaia>"
"How fast was the Earth spinning directly after the Moon formed?","<the-moon>"
"Is the moon's revolution speed increasing or decreasing","<the-moon><tidal-locking>"
"Will Saturn's Moons be destroyed?","<solar-system><saturn>"
"Why is there a supermassive black hole at the center of every galaxy?","<black-hole><galaxy><cosmology><supermassive-black-hole><galaxy-center>"
"Could a cross-ringed planet exist?","<planetary-ring>"
"Why are Saturn bands much fainter than Jupiter's?","<planet><jupiter><atmosphere><saturn>"
"Was the use of silver on 'optical' telescope mirrors more common in the past? Why?","<telescope><observatory><mirror>"
"Spherical Accretion (Bondi Model)","<accretion-discs><accretion>"
"How does 2015 RR245 compare to the other KBOs predicting ""Planet 9""?","<9th-planet><dwarf-planets><kuiper-belt>"
"Do planets form around lone stars, multiple stars, or both? Do we know this yet?","<exoplanet><binary-star>"
"Are there any reliable optical measurements of the radius of a neutron star?","<observational-astronomy><neutron-star>"
"If a hot Jupiter collides with the parent star, does it enhance or reduce the life of the star?","<star><hot-jupiter>"
"How well supported are the theories of black-holes containing their own universes?","<black-hole>"
"Where did the grand design spiral galaxy designation come from?","<galaxy><classification>"
"Will Gaia detect inactive neutron stars?","<observational-astronomy><neutron-star><orbital-mechanics><gaia>"
"Do planetary rings always follow rotational axis?","<planetary-ring>"
"When did ""resilvering"" large telescope mirrors actually refer to aluminization, and why was it necessary?","<telescope><observatory><mirror>"
"Is there a way to know how the magnetic field was at the very beginning of our universe?","<big-bang-theory><magnetic-field><gamma-ray-bursts>"
"TRAPPIST 1 and planet statistics?","<exoplanet><trappist-1>"
"Io: Why so much sulfur?","<jupiter><natural-satellites><geology>"
"How did we first determine the Earth's departure from sphericity?","<solar-system><earth><history><space-geometry>"
"Why does the axial tilt & the rotation speed of Saturn & Jupiter vary so much?","<planet><astrophysics><planetary-formation><planetary-science>"
"Kuiper belt planet formation","<planet><planetary-formation><kuiper-belt>"
"Largest non-hot gas giants","<planet><gravity><astrophysics><exoplanet><gas-giants>"
"Gas Giant temperatures","<planet><exoplanet><gas-giants><planetary-formation>"
"what determines the density of atmospheres","<planet><atmosphere><density>"
"Aren't there any rock or similar firm material on/in the gas giant planets?","<jupiter><gas-giants><saturn><neptune><uranus>"
"How long is a ""lunar month"" in Jupiter?","<jupiter><natural-satellites><orbital-mechanics>"
"Expansion of Jupiter's perturbing effects on Kepler's third law treatment of orbits?","<planet><orbit><orbital-mechanics><celestial-mechanics>"
"Is it possible to predict a supernova with years or decades of advanced notice?","<star><supernova><prediction>"
"Any ideas for an astronomy + ML project?","<astrophysics><cosmology><fundamental-astronomy><data-analysis>"
"What was earth's mass before the collision with theia?","<planet><solar-system><earth><planetary-formation><theia>"
"How long does it take for a white dwarf to cool to a black dwarf?","<stellar-evolution><white-dwarf>"
"How a star's rotation affects a star in the main sequence?","<rotation><main-sequence><spectral-type>"
"Is there any update on the Availability of Event Horizon Telescope Images?","<radio-astronomy><sagittarius-a><event-horizon-telescope>"
"Strength of core-envelope coupling in stars","<star><astrophysics><stellar-evolution><stellar-astrophysics>"
"Luminosity Schechter function for galaxies","<galaxy><luminosity>"
"How does gradual crossing over of the Roche limit transform a planet or moon?","<exoplanet><tidal-forces><roche-limit><phobos>"
"dataset of stars in the milky way galaxy","<star><planet><exoplanet><milky-way>"
"Why is metallicity important in the death of stars?","<star><black-hole><mass><stellar-evolution><neutron-star>"
"If a person were to die on the Moon or Mars, would the body decompose?","<the-moon><solar-system><planet><space><mars>"
"Double Planet Orbiting Wide Binary Star?","<binary-star>"
"Eclipses of Jupiter's Moon during Retrograde motion","<the-moon><jupiter>"
"What happens when two black holes collide?","<black-hole><milky-way>"
"From Mean Moon to True Moon in an old procedural calendar","<notation>"
"Existence of multiple universe?","<multiverse><wormhole>"
"What constellation does sun occupy by location and date?","<the-sun><constellations>"
"Can we see the past image of Earth because of curving light by massive objects?","<black-hole>"
"Brightest star of the night sky","<star><amateur-observing>"
"If we found evidence of life on Mars, how would we know that it originated on Mars rather than Earth?","<earth><mars><life><origin-of-life>"
"Disc of the milky way","<milky-way><photography>"
"Why are the magnetic poles of a pulsar so far off the rotational axis, yet stable?","<astrophysics><magnetic-field><pulsar>"
"Successor to the Hubble Telescope","<hubble-telescope><photography>"
"Is ours the first universe?","<universe>"
"Is Ceres a terrestrial-type (dwarf) planet?","<dwarf-planets><terrestrial-planets><asteroid-belt><ceres>"
"Why not use only one support vane for the secondary mirror, to avoid multiple diffraction spikes?","<telescope><space-telescope><adaptive-optics>"
"How does a planet lose mass to its host star?","<supernova><binary-star><white-dwarf><hot-jupiter>"
"Milky Way, view outward or inward?","<milky-way>"
"What causes the raise of temperature in the outer layer of a red giant when the core gets contracted?","<the-sun>"
"When the Moon formed and early on, did it orbit over the Earth's equator?","<the-moon><orbital-mechanics><orbital-migration>"
"Is there a computer simulation that anyone knows of that describes the loss of a moon as it's orbit extends beyond the Hill Sphere of the planet?","<orbit>"
"Knowing time any where and any when","<galaxy><space-time><time>"
"Where does the CO2 in Mars atmosphere come from?","<atmosphere><mars>"
"What would it feel like to be orbiting near a merging black hole?","<black-hole><gravitational-waves>"
"Do the heliospheres of stars at the center of globular clusters interact?","<globular-clusters>"
"Would the heliosphere disappears if our sun becomes a white dwarf?","<the-sun><magnetic-field><white-dwarf>"
"Will universe's lakes get boiled by the CMBR?","<universe>"
"Could a moon orbit two planets at once?","<natural-satellites>"
"pp-Chain reactions involving $^{3}_{2}He$ - differences in S-factor","<stellar-evolution><nucleosynthesis>"
"If two binary brown dwarfs began to exchange gas with each other, would they both ignite into stars?","<star-formation><brown-dwarf>"
"How large was Mercury before it shrunk?","<planet><mercury>"
"Binaries consisting of a black hole and a non-black hole?","<black-hole><binary-star>"
"Why is Enceladus the only geologically active moon among its neighbours?","<natural-satellites><saturn><enceladus>"
"Eclipses with SkyField","<solar-eclipse><python>"
"Why the moon is blinding me right now?","<the-moon><moon-phases>"
"How to see Saturn's rings through a pair of binoculars?","<amateur-observing><saturn>"
"Which wavelength is the most quiet, for a ground-based radio telescope?","<radio-astronomy>"
"How is the diameter of a gas giant calculated?","<jupiter><gas-giants>"
"What is the temperature of an accretion disc surrounding a supermassive black hole?","<supermassive-black-hole><temperature><accretion-discs>"
"How do I get from Star Atlas to real life?","<positional-astronomy>"
"How to read 5 degree data of green line intensity","<the-sun><observational-astronomy>"
"How should exoplanet discoveries affect SETI?","<exoplanet><earth-like-planet>"
"Position of Neutron stars in H R diagram","<neutron-star>"
"Are there any known objects in a ""dual"" tidally locked orbit?","<orbit><tidal-forces>"
"landing on a comet is more important than landing on an asteroid?","<comets><asteroids>"
"Why doesn't Earth's axis change during the year?","<orbit><the-sun><earth>"
"Maximum and minimum gas giant & ice giant densities","<planet><gas-giants><planetary-formation><density>"
"Big Bang / Big Crunch cycle?","<universe><big-bang-theory><expansion><early-universe>"
"How do you find the altitude of the Sun if you are on the Moon?","<the-moon><the-sun>"
"How is the path of an asteroid calculated?","<orbit><comets><asteroids>"
"Calculating area of visible sky","<observational-astronomy><deep-sky-observing>"
"Astrochemistry - what does freeze-out mean?","<accretion-discs>"
"Questions about a fictional binary system, and habitability","<the-moon><binary-star><gas-giants><habitable-zone>"
"Can our Sun become a black hole","<the-sun><solar-system><black-hole>"
"What does designation VY, NML, UU in star names stand for?","<star><naming>"
"Is there an element of chance/chaos in stellar evolution?","<stellar-evolution>"
"Quantum death of stars","<star><supernova>"
"As days get longer, why isn't the added daylight split evenly between sunrise and sunset?","<earth>"
"Wher can I find a list of blueshifted regions in the Milky Way?","<milky-way><redshift>"
"Ramifications of black hole stellar system","<orbit><black-hole><exoplanet><habitable-zone>"
"Why is the Eagle Nebula so ""static""?","<distances><nebula>"
"Does CIBER Experiment from Caltech suggest that there can be lots of stars which are not in any galaxy?","<galaxy><observational-astronomy><observable-universe>"
"If an asteroid twice the size of Earth passed super close would half of the Earth be pulled towards it?","<gravity><asteroids>"
"Do Roche limits apply to black holes?","<black-hole><roche-limit>"
"Tide on the Moon","<the-moon><gravity><earth><tides>"
"How do or could radio telescopes contribute to exoplanet studies?","<telescope><exoplanet><atmosphere><radio-astronomy>"
"Star density in- versus out- of the arms of the galactic pattern?","<galaxy><galactic-dynamics>"
"How can clouds form in Jupiter's atmosphere of Hydrogen and Helium?","<planet><solar-system><jupiter><atmosphere><gas-giants>"
"How do we know that a natural satellite cannot be a hollow object?","<natural-satellites><the-moon><artificial-satellite><phobos>"
"How do astronomers at SETI know if they received intelligent radio signals from other planets?","<radio-astronomy><observational-astronomy><radio-telescope><radio>"
"How can we tell the age of a rogue planet?","<gas-giants><rogue-planet><terrestrial-planets><age>"
"Is the moon ""perfectly"" tidally locked and, if not, how long would it take us to observe it's rotation?","<the-moon><tidal-locking>"
"How can gravity lead to the Big Crunch scenario?","<gravity><cosmology><general-relativity><expansion><fate-of-universe>"
"Is it possible to tell if a certain extrasolar planet produces its own magnetic field?","<exoplanet><magnetic-field><planetary-transits>"
"Are all gas planets guaranteed to produce their own magnetic field?","<planet><magnetic-field><gas-giants><hydrogen>"
"How can a gas planet become tidally locked with a star?","<star><planet><orbit><gravity>"
"Does supermoon's white light splits into seven colours","<the-moon><photography>"
"Are we already moving faster than light?","<light><space><speed>"
"Estimating inner and outer boundaries of habitable zone for Sun","<habitable-zone><albedo>"
"Is TESS replaceable by gound-based-small-telescope arrays?","<exoplanet><photometry>"
"Period of unique horoscopes?","<solar-system>"
"What will happen to the shape of a galaxy when a super massive black hole lying in its center dies(evaporates out)?","<black-hole><galaxy><milky-way><supermassive-black-hole>"
"Why do neutron stars collide instead of just revolving around each other like planets revolve around the Sun?","<black-hole><gravity><astrophysics><neutron-star><stellar-astrophysics>"
"Hypothetically, if the sun stays the same size forever, when will the Earth fall into it?","<orbit><solar-system><orbital-migration>"
"Would LIGO Detect Head-On Collision?","<black-hole><gravitational-waves>"
"Relationship between galactic rotation and stellar lifetime","<star><galaxy><rotation><spiral-arms>"
"Question from Introduction to Modern Cosmolgy by Andrew Liddle","<galaxy><cosmology><distances><redshift><hubble-constant>"
"Just after the Big Bang, was the space, in its entirety, filled with Hot gas?","<big-bang-theory><plasma-physics>"
"Solid-body tides on the Moon","<the-moon><tides>"
"Why does the Sun's surface contain lithium?","<the-sun>"
"Surface brightness of deep-sky objects and telescope specs","<telescope><deep-sky-observing>"
"Formula for sun's atmospheric refraction below the horizon","<positional-astronomy><atmospheric-effects>"
"Do narrow lines in the spectra of O- and B- type stars always indicate magnetic fields?","<star><magnetic-field><spectra><solar-wind><x-ray>"
"How did astronomers determine the path of 'Oumuamua so quickly?","<asteroids><interstellar><oumuamua>"
"Where do asteroids impact upon the Earth most often?","<asteroids><crater>"
"Is thermal disintegration of meteorites variable with lattitude?","<atmosphere><meteorite>"
"What does gravity-wave noise resemble locally?","<gravitational-waves>"
"Where can I find source data for the graph of metric expansion over time, as shown in this ESA web page?","<universe><expansion><data-analysis><cosmological-inflation><space-telescope>"
"Does the CMB pattern evolve in a human lifetime?","<universe><cosmology><observable-universe><cmb><early-universe>"
"How to derive the equation for the age of a flat universe with a positive cosmological term?","<universe><cosmology><age>"
"How many galaxies can be seen in a given patch of sky","<galaxy><telescope>"
"Is it practical to build a giant telescope in Moon? (Considering the fact that the atmosphere of moon is very rare)","<the-moon><telescope><observational-astronomy><space-telescope><deep-sky-observing>"
"How are mars years counted?","<mars><time>"
"Why no Polaris distance in GAIA DR2?","<parallax><gaia>"
"Why does each and every planet of our solar system have an unique axial tilt angle?","<planet><solar-system><earth><fundamental-astronomy><gas-giants>"
"How do I calculate the inclination of an object with an amateur telescope?","<inclination><amateur-observing>"
"How are the compositional components of exoplanet atmospheres differentiated?","<exoplanet><atmosphere>"
"Amateur observing targets for binary star systems?","<amateur-observing><binary-star>"
"Why do sunspots appear dark?","<the-sun>"
"Why can't light escape from a black hole?","<black-hole><light>"
"Could someone explain RA/dec in simple terms?","<coordinate><ascension><declination>"
"Are astronomers researching or trying to find signs of worm holes?","<general-relativity>"
"What is the most extreme weather found on another planet?","<exoplanet><weather>"
"Why is only one side of the Moon visible from Earth?","<the-moon><orbit>"
"How are black holes found?","<black-hole>"
"What is the current accepted theory as to why Venus has a slow retrograde rotation?","<venus><rotation>"
"Can any information leave a black hole?","<black-hole>"
"What are the differences between a Black Hole and a Supermassive Black Hole","<black-hole><supermassive-black-hole>"
"Navigation using moon phases","<the-moon><navigation>"
"What is the accepted theory as to why Uranus' axis is tilted so severely?","<rotation><uranus>"
"How to calculate the movement of the object passing near other object in space?","<orbit>"
"What causes a star to become a pulsar?","<star><pulsar>"
"How would the pocket cellular clock work?","<star><constellations><clock>"
"How hot can a planet be?","<exoplanet><temperature>"
"How many stars can stay close to each other without collapsing?","<star><binary-star>"
"Do all the objects in the universe exert force on all other objects?","<gravity>"
"Do the orbits of planets change sometimes?","<planet><orbit>"
"If nothing travels at the speed of light, except light, how can a black hole also pull light into itself?","<black-hole>"
"Will an observer falling into a black hole be able to witness any future events in the universe outside the black hole?","<black-hole><horizon>"
"What is Gravitational Lensing?","<light><gravity>"
"What is the upper and lower limit of temperatures found on stars?","<star><temperature>"
"What is the current accepted theory for Neptune's immense wind speed?","<neptune><climate>"
"What is the naming convention for newly discovered objects?","<naming>"
"What are the main differences between solar flares and coronal mass ejections?","<solar-flare><coronal-mass-ejection>"
"What is the current estimation for how much time the Sun will function properly?","<the-sun>"
"How distances are measured in the Solar System, in the Galaxy, and in the Universe?","<distances><parallax><redshift>"
"What is a parsec and how is it measured?","<distances><parsec>"
"How many galaxies have been discovered?","<galaxy>"
"What causes a neutron star to become a pulsar?","<pulsar><neutron-star>"
"What are the metrics of observation conditions?","<observatory>"
"On what scale does the universe expand?","<universe><expansion>"
"What proportion of planetary systems have been found with 'Hot Jupiters'","<exoplanet><hot-jupiter><solar-system>"
"What qualifies as a good place for stargazing, i.e. with least light pollution?","<star-gazing>"
"How hot must a star get before it is considered to be a star?","<star><heat>"
"Do parallel universes exist?","<universe>"
"What are the Earth-like features of Titan?","<earth-like-planet><titan>"
"Why do the planets in our solar system orbit in the same plane?","<orbit><solar-system>"
"Is the moon moving further away from Earth and closer to the Sun? Why?","<the-moon><gravity>"
"Are there ways other than the collapse of a star which have been observed to form black holes?","<black-hole><star>"
"What is a White Hole?","<white-hole>"
"Does the Sun rotate?","<the-sun><rotation><star-formation><plasma-physics>"
"Milky Way Galaxy from Earth","<galaxy><milky-way>"
"Do all objects get larger in an ""expanding universe""?","<expansion>"
"How can I collimate a dobsonian telescope with a laser collimator?","<dobsonian-telescope><collimation>"
"Is it possible to tell the time of day by shadows on the photo","<observational-astronomy><amateur-observing>"
"Equipment question","<binoculars><refractor-telescope>"
"Galactic Filaments and their connection to Galaxy centre","<galaxy><cosmology><supermassive-black-hole>"
"""Official"" time for other planets","<planet><solar-system><time>"
"Could undiscovered smaller black holes within galaxies be an explanation for dark matter?","<black-hole><galaxy><dark-matter>"
"How to calculate planetary position over vast time spans","<solar-system><orbital-elements>"
"Will JWST be as durable as the hubble telescope?","<telescope><satellite><lagrange-point><nasa>"
"What characteristics or patterns do galaxies have on color-luminosity chart?","<galaxy><star-formation><luminosity><main-sequence>"
"Why is the letter *z* customarily used to denote redshift?","<redshift>"
"Is the Big Bang inflation caused by Dark Energy","<cosmological-inflation>"
"Martian Constellations","<mars><constellations>"
"Which stars, identifiable with the naked eye, have exoplanets?","<exoplanet><constellations><star-gazing>"
"Why didn't the Big Bang produce heavier elements?","<cosmology><big-bang-theory><temperature><early-universe><nucleosynthesis>"
"What percentage of the hydrogen today has never been in a star","<cosmology><matter><hydrogen>"
"Why does Sirius proper motion ""wiggle"" with a 1 year period, when Sirius A and Bs binary orbit is a 50 year period?","<astrophysics><binary-star><star-systems><astrometry>"
"Latest cosmological parameters","<universe><cosmology><general-relativity><dark-matter><hubble-constant>"
"Spaghettification of hard-things/Elements","<black-hole>"
"Why levels of radio contours maps are given in mJy/beam and what does it mean?","<radio-astronomy><units><radio>"
"Has the iron core of Mars really solidified?","<mars><core>"
"Why does any planet look like a (not so) big white ball through my telescope?","<telescope><newtonian-telescope>"
"How to calculate the orbits of Neptune and Pluto based on the orbits of Uranus and Neptune respectively?","<planet><solar-system>"
"Have we Observed Continuum Emission from Neutron Stars?","<spectroscopy><neutron-star><special-relativity>"
"Neutrinos passing through black holes","<black-hole><neutrinos>"
"Parallax due to the motion of the sun","<parallax>"
"What was Bradley's observation concerning abevation of light?","<observational-astronomy><parallax>"
"How does this comet have alcohol in it?","<comets><astrochemistry>"
"Understanding the theory of an expanding Universe","<solar-system>"
"How does the dense atmosphere of Venus affect the planet's rotation?","<planet><rotation><atmosphere><venus>"
"What could be the possible origin of boron found in the Martian soil if not from ancient groundwater?","<planet><mars><planetary-formation>"
"Redshift quantization","<big-bang-theory><redshift><quasars>"
"How can 'HD 140283' be older than the universe?","<star><universe>"
"How to discover Neptune from the Uranus orbit (by computer simulation)","<orbit><fundamental-astronomy><n-body-simulations>"
"Can you see the starting and the ending of a light beam passing in the distance?","<light>"
"Meteorites bring water","<the-moon><solar-system><earth><water>"
"Why stars are named Gliese?","<star><exoplanet><naming>"
"Are there equations to simulate creation of a solar system?","<planetary-systems>"
"Can magnetism escape a black hole?","<black-hole><jupiter><supermassive-black-hole><magnetic-field>"
"Is there a strong galactic magnetic field?","<galaxy><jupiter><supermassive-black-hole><dark-matter><magnetic-field>"
